ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00181,SharePoint,P2,Closed,Cannot update SharePoint on offline device,Cannot update SharePoint on offline device. Error occurs when attempting to open. tablet also affected.,Applied update. Issue no longer occurring.
TKT-00182,OneDrive,P4,Closed,Issue with receive synchronization,Issue with receive synchronization. User reports send delivery affecting productivity.,Resolved delegate display. Tested successfully with user.
TKT-00183,PowerBI,P1,Closed,device not connecting properly,device not connecting properly. This is impacting daily workflow.,Corrected laptop failure. Tested successfully with user.
TKT-00184,OneDrive,P1,Closed,Request to login locked for user account,Request to login locked for user account. This is impacting team collaboration.,Deployed configuration change. Issue no longer occurring.
TKT-00185,Email,P1,Closed,Issue with attachment display,Issue with attachment display. User has tried restarting without success.,Resolved by reconfiguring attachment. User confirmed resolved.
TKT-00186,Outlook,P2,Closed,Cannot view report from Outlook,Cannot view report from Outlook. Error occurs when attempting to update. filter and query also affected.,Resolved filter missing. Tested successfully with user.
TKT-00187,PowerBI,P3,Closed,User unable to unlock due to issue authentication,User unable to unlock due to issue authentication. User reports account issue affecting productivity.,Escalated to vendor support. Resolution: MFA updated.
TKT-00188,OneDrive,P2,Closed,Permission denied when share upload,Permission denied when share upload. User has tried restarting without success.,Escalated to specialist team. Resolution: permission updated.
TKT-00189,SharePoint,P4,Closed,User unable to unlock due to locked expired,User unable to unlock due to locked expired. Error occurs when attempting to unlock. login also affected.,Resolved by reconfiguring expired. User confirmed working.
TKT-00190,Email,P1,Closed,Experiencing hang behavior with Email,Experiencing hang behavior with Email. User reports loading performance affecting productivity.,Escalated to specialist team. Resolution: timeout replaced.
TKT-00191,Teams,P2,Closed,Intermittent connection dropped,Intermittent connection dropped. This is impacting project deadlines.,Resolved by reconfiguring connection. User confirmed resolved.
TKT-00192,Outlook,P4,Closed,Cannot connect due to network error,Cannot connect due to network error. User has tried restarting without success.,Resolved connectivity unstable. Tested successfully with user.
TKT-00193,Teams,P1,Closed,Unable to delete share in Teams,Unable to delete share in Teams. This is impacting client communication.,Implemented update. Issue no longer occurring.
TKT-00194,OneDrive,P1,Closed,Request access to permission in OneDrive,Request access to permission in OneDrive. User has tried restarting without success.,Corrected share missing. Tested successfully with user.
TKT-00195,SharePoint,P3,Closed,Permission denied when edit share,Permission denied when edit share. Error occurs when attempting to download.  also affected.,Escalated to specialist team. Resolution: download replaced.
TKT-00196,Email,P4,Closed,Email delay and performance,Email delay and performance. This is impacting client communication.,Deployed patch. Issue no longer occurring.
TKT-00197,Smartsheet,P4,Closed,Cannot view export from Smartsheet,Cannot view export from Smartsheet. Error occurs when attempting to generate. report and data also affected.,Resolved by updating export. User confirmed working.
TKT-00198,OneDrive,P1,Closed,failure during patch process,failure during patch process. This is impacting daily workflow.,Resolved activation compatibility. Tested successfully with user.
TKT-00199,OneDrive,P4,Closed,OneDrive performance and problem,OneDrive performance and problem. User reports crash behavior affecting productivity.,Escalated to vendor support. Resolution: hang reconfigured.
TKT-00200,OneDrive,P4,Closed,Unable to delete upload in OneDrive,Unable to delete upload in OneDrive. This is impacting team collaboration.,Fixed permission corrupted. Tested successfully with user.
TKT-00201,OneDrive,P4,Closed,document corrupted when trying to delete,document corrupted when trying to delete. This is impacting daily workflow.,Resolved by resetting document. User confirmed fixed.
TKT-00202,Smartsheet,P2,Closed,Request access to folder in Smartsheet,Request access to folder in Smartsheet. User has tried restarting without success.,Escalated to tier 2. Resolution: upload updated.
TKT-00203,OneDrive,P2,Closed,monitor damaged preventing work,monitor damaged preventing work. User has tried reinstalling without success.,Escalated to specialist team. Resolution: device replaced.
TKT-00204,Outlook,P1,Closed,Outlook unresponsive when scrolling,Outlook unresponsive when scrolling. This is impacting project deadlines.,Implemented fix. Issue no longer occurring.
TKT-00205,SharePoint,P1,Closed,Request patch upgrade assistance,Request patch upgrade assistance. User has tried clearing cache without success.,Applied update. Issue no longer occurring.
TKT-00206,PowerBI,P3,Closed,Cannot connect due to firewall dropped,Cannot connect due to firewall dropped. User has tried clearing cache without success.,Implemented fix. Issue no longer occurring.
TKT-00207,Excel,P3,Closed,Permission denied when upload sync,Permission denied when upload sync. Error occurs when attempting to edit. access and denied also affected.,Resolved by reconfiguring sync. User confirmed resolved.
TKT-00208,OneDrive,P4,Closed,Need help with login failure,Need help with login failure. This is impacting daily workflow.,Escalated to tier 2. Resolution: password updated.
TKT-00209,Excel,P1,Closed,Intermittent disconnect unstable,Intermittent disconnect unstable. User has tried clearing cache without success.,Fixed firewall failure. Tested successfully with user.
TKT-00210,OneDrive,P4,Closed,export not create correctly,export not create correctly. Error occurs when attempting to update. report also affected.,Deployed patch. Issue no longer occurring.
TKT-00211,Smartsheet,P1,Closed,Need to update software for Smartsheet,Need to update software for Smartsheet. Error occurs when attempting to configure. license and install also affected.,Implemented fix. Issue no longer occurring.
TKT-00212,Excel,P3,Closed,Permission denied when delete sync,Permission denied when delete sync. Error occurs when attempting to delete. share also affected.,Deployed fix. Issue no longer occurring.
TKT-00213,OneDrive,P2,Closed,Request to unlock two-factor for user account,Request to unlock two-factor for user account. User reports password problem affecting productivity.,Resolved by updating two-factor. User confirmed working.
TKT-00214,Excel,P2,Closed,Permission denied when move document,Permission denied when move document. User has tried clearing cache without success.,Resolved by reinstalling document. User confirmed resolved.
TKT-00215,OneDrive,P1,Closed,Permission denied when download denied,Permission denied when download denied. This is impacting project deadlines.,Applied patch. Issue no longer occurring.
TKT-00216,Teams,P4,Closed,printer failure preventing work,printer failure preventing work. Error occurs when attempting to displaying. mouse also affected.,Resolved by reinstalling printer. User confirmed resolved.
TKT-00217,PowerBI,P1,Closed,Need configure on how to use in PowerBI,Need configure on how to use in PowerBI. Error occurs when attempting to use. learn and guide also affected.,Resolved by resetting configure. User confirmed resolved.
TKT-00218,Email,P4,Closed,Need replacement charger,Need replacement charger. Error occurs when attempting to charging. device and printer and mouse also affected.,Deployed fix. Issue no longer occurring.
